pair_id	image	sentence_id	en_translation
12	12_6588_0	1	two people are driving on a boat
12	12_6588_1	2	aside the river there are alot of big trees
12	12_6588_2	1	the river where they are driving the boat is very big
12	12_6588_3	2	they are all men in the house
12	12_6588_4	1	there are few people in the boat
12	12_6589_0	1	a white dog is in water
12	12_6589_1	2	this dog is playing inside the  fence
12	12_6589_2	1	it's running alone in the grass
12	12_6589_3	2	the fence is made up wires
12	12_6589_4	1	it appears this dog is running from something
12	12_6590_0	1	two dogs are chasing each other
12	12_6590_1	2	there is a big and small dog
12	12_6590_2	1	the small dog is chasing the big dog in front
12	12_6590_3	2	maybe they are chasing something
12	12_6590_4	1	because the big dog in front is running with fear
12	12_6591_0	1	A white vehicle is going round on the road
12	12_6591_1	2	it's removing smoke
12	12_6591_2	1	because it's moving fast with high speed
12	12_6591_3	2	on the side of the sports field it's moving on there are  posters
12	12_6591_4	1	there people on the right watching how the vehicle is going round 
12	12_6592_0	1	a young man is swinging with a rope on top of the river
12	12_6592_1	2	it's like he is pulling to go up
12	12_6592_2	1	because the rope he has tighed is helping him to go up
12	12_6592_3	2	the old man is wearing a hat
12	12_6592_4	1	it seems he is managing what he is doing
12	12_6593_0	1	a young man wearing a red shirt is standing  drinking water
12	12_6593_1	2	yes there are people watching
12	12_6593_2	1	those sitting behind are waiting for hockey game to start
12	12_6593_3	2	this young man has  closed his eyes to drink water
12	12_6593_4	1	maybe he is preparing to play the hockey game again
12	12_6594_0	1	A lady wearing a hat looks happy
12	12_6594_1	2	yes. behind her there is a poster
12	12_6594_2	1	she is looking at something beutiful
12	12_6594_3	2	she is inside the building
12	12_6594_4	1	this lady is even wearing a hat on his head
12	12_6595_0	1	a dog is running where the cow is 
12	12_6595_1	2	it's like it's Shepherding  the cow
12	12_6595_2	1	this dog e running in grass
12	12_6595_3	2	the cows are very fat
12	12_6595_4	1	it appears they are kept well because they are fat
12	12_6596_0	1	the dog is jumping the metal rods
12	12_6596_1	2	it has jumped alot of metal rods
12	12_6596_2	1	behind there is a person watching a dog jumping
12	12_6596_3	2	yes he is standing outside the fence
12	12_6596_4	1	this dog is jumping in side the sports field
12	12_6597_0	1	a man and a lady are showing each other what's written on their hands
12	12_6597_1	2	they have the same writings and a lady has a cigarette
12	12_6597_2	1	maybe the lady is smoking cigarettes because she has the cigarettes on her hands
12	12_6597_3	2	they are standing alongside the road
12	12_6597_4	1	behind them there people passing
12	12_6598_0	1	a small girl is running with shoes on sand
12	12_6598_1	2	alongside there is a wood fence
12	12_6598_2	1	she is just playing alone on the surrounding yard
12	12_6598_3	2	she is wearing a floral dress
12	12_6598_4	1	the sun is shining as she is playing
12	12_6599_0	1	a dog is jumping on the river
12	12_6599_1	2	the water has mud
12	12_6599_2	1	it is wet while in water.
12	12_6599_3	2	it's fur is dirty with  mud
12	12_6599_4	1	the river where it's jumping is big
12	12_6600_0	1	A group of people are sliding on a hill
12	12_6600_1	2	there are alot of hills
12	12_6600_2	1	the sun out side appears to be setting
12	12_6600_3	2	there are alot of clouds
12	12_6600_4	1	this group of people are wearing warm jerseys because it's cold
12	12_6601_0	1	a young man is jumping with a bicycle up
12	12_6601_1	2	he is wearing the helmet
12	12_6601_2	1	when he is jumping up there is something like a hill down
12	12_6601_3	2	he is wearing a ripped trousers on the knees
12	12_6601_4	1	he is looking down where he has jumped with a bicycle
12	12_6602_0	1	a group of people are playing music
12	12_6602_1	2	there are alot of people watching
12	12_6602_2	1	in front there is man and a lady singing
12	12_6602_3	2	on those who are playing music there is a lady singing. they are all wearing glasses
12	12_6602_4	1	there are songs they are singing and there people who have Come to watch
12	12_6603_0	1	two ladies with swimming costume are standing on soil
12	12_6603_1	2	one is wearing glasses and the other has put them on her head
12	12_6603_2	1	there is something they are all looking at
12	12_6603_3	2	tbe one wearing red has a head cover
12	12_6603_4	1	the sun is shining too much where they are standing
12	12_6604_0	1	A boy is sleeping down on water
12	12_6604_1	2	he is not wearing either a shirt or shoes
12	12_6604_2	1	he is wearing a swimming costume
12	12_6604_3	2	where he is sleeping there few waters
12	12_6604_4	1	he has felt nice to play in water
12	12_6605_0	1	a young man standing is throwing a ball on the dogs mouth
12	12_6605_1	2	it's playing outside
12	12_6605_2	1	they are playing inside the surrounding yard
12	12_6605_3	2	there is a building behind the fence
12	12_6605_4	1	behind there is a big tree
12	12_6606_0	1	three ladies are walking on the road
12	12_6606_1	2	two are drinking something
12	12_6606_2	1	these two are drinking water as they are moving
12	12_6606_3	2	this lady behind is having a bag behind
12	12_6606_4	1	there is an old women behind wearing glasses he is talking to someone people 
12	12_6607_0	1	an old man is standing playing music Instruments
12	12_6607_1	2	he is standing near a river
12	12_6607_2	1	he I wearing a hat on his head
12	12_6607_3	2	 behind him there is a boat with water
12	12_6607_4	1	 behind where he is playing from there buildings
12	12_6608_0	1	an old man is standing watching food
12	12_6608_1	2	he is wearing white clothes and a hat
12	12_6608_2	1	what you have said is what he is wearing , clothes they wear when they are working
12	12_6608_3	2	is job is to cook food
12	12_6608_4	1	behind him there is a person standing wearing black clothes
12	12_6609_0	1	A group of people are spending time in a bar
12	12_6609_1	2	everyone is dancing
12	12_6609_2	1	others Inside look joyful
12	12_6609_3	2	others are drinking
12	12_6609_4	1	it appears it nice they have gathered together
12	12_6610_0	1	the dog has jumped to hold something used for playing
12	12_6610_1	2	it's playing outside the house
12	12_6610_2	1	the wall of the house is white
12	12_6610_3	2	the surrounding yard has Simba Grass
12	12_6610_4	1	it's playing alone in the grass
12	12_6611_0	1	a small dog is barking where their is a big dog
12	12_6611_1	2	the big  dog is  moving fast
12	12_6611_2	1	behind where they are standing there  buildings
12	12_6611_3	2	both dogs have black fur
12	12_6611_4	1	behind they are trees behind
12	12_6612_0	1	men are pushing the ball with sticks
12	12_6612_1	2	a young man wearing a yellow shirt is  computing the friend from getting a ball
12	12_6612_2	1	both are playing in grasses
12	12_6612_3	2	alongside the sports field there are trees
12	12_6612_4	1	it seems they all know the game they are playing
12	12_6613_0	1	a young man is skating on a metal rod with a skateboard
12	12_6613_1	2	he has put the metal rods on  trees
12	12_6613_2	1	maybe the way he has put the metal rod he is skating well
12	12_6613_3	2	he is In a place with Alot of trees
12	12_6613_4	1	he is wearing a jersey because it's cold
12	12_6614_0	1	A girl is sitting on a chair looking at a mag cup with milkshake
12	12_6614_1	2	she looks joyful
12	12_6614_2	1	behind the child there other people sitting
12	12_6614_3	2	this is a eating place
12	12_6614_4	1	that's true because there tables and chairs for sitting
12	12_6615_0	1	this boy is jumping on wheels
12	12_6615_1	2	he is wearing an helmet and gloves
12	12_6615_2	1	he wants to protect him self from coldness because it seems cold
12	12_6615_3	2	there are alot of trees at this place
12	12_6615_4	1	behind there children standing near the trees
12	12_6616_0	1	a young man wearing black is cycling a bicycle in the bush
12	12_6616_1	2	he is cycling the bicycle in a narrow road
12	12_6616_2	1	aside where he is cycling the bicycle from there are trees
12	12_6616_3	2	and he is moving down the hill
12	12_6616_4	1	Again he is cycling near big buildings
12	12_6617_0	1	two dogs are playing together in grass
12	12_6617_1	2	there is  one with white fur and another with  black fur
12	12_6617_2	1	they are looking at each other where they are playing
12	12_6617_3	2	the dog with white fur has different eyes
12	12_6617_4	1	the dogs are playing in a sheed
12	12_6618_0	1	a group of people are in a boat on water
12	12_6618_1	2	there are alot of water Waves on water
12	12_6618_2	1	they are moving on the centre of the river but on the sides there are hills
12	12_6618_3	2	In front of them there twy two hills
12	12_6618_4	1	in front there other people moving on the river
12	12_6619_0	1	a boy is standing looking joyful
12	12_6619_1	2	there is another one behind in water
12	12_6619_2	1	he is wearing a swimming costume
12	12_6619_3	2	it seems they are all playing in water
12	12_6619_4	1	am seeing a child behind playing alone in water
12	12_6620_0	1	A group of ladies are playing hockey game
12	12_6620_1	2	there is only one lady wearing an helmet
12	12_6620_2	1	isn't everyone wearing proper clothes for hockey game?
12	12_6620_3	2	there is another lady wearing a yellow shirt and a black trousers
12	12_6620_4	1	behind where they are playing from there other people standing
12	12_6621_0	1	two young men are jumping on the road
12	12_6621_1	2	yes they are jumping on a bridge
12	12_6621_2	1	behind there are hills showing
12	12_6621_3	2	this bridge is made up of metals
12	12_6621_4	1	they are both wearing hats
12	12_6622_0	1	a boy is standing holding something to play in
12	12_6622_1	2	they are alot of people on the sides watching
12	12_6622_2	1	yes he is wearing clothes for playing in
12	12_6622_3	2	yes he is holding his mouth
12	12_6622_4	1	he appears he is looking at something  in front
12	12_6623_0	1	the dog down wants to bit the other one standing 
12	12_6623_1	2	these dogs seem to be playing
12	12_6623_2	1	they are both playing in grasses
12	12_6623_3	2	the one sleeping has alot of black fur than the other one
12	12_6623_4	1	these dogs are playing under a sheed
12	12_6624_0	1	A lady is uncovering her face with a cloth
12	12_6624_1	2	she is in a place with Alot of trees
12	12_6624_2	1	tbe the lady is standing on the middle of the  road
12	12_6624_3	2	she is wearing a glove on one hand
12	12_6624_4	1	because the place is cold
12	12_6625_0	1	an old man is on a horse that is moving on mud
12	12_6625_1	2	he has ropes on his hands
12	12_6625_2	1	maybe there is something he wants to hold with a rope
12	12_6625_3	2	yes and he is in the sports field
12	12_6625_4	1	there other people also , others are behind the horse
12	12_6626_0	1	a girl is cycling a bicycle on the road
12	12_6626_1	2	behind her there is a surrounding yard with Alot of grasses
12	12_6626_2	1	she is wearing a jersey because it's cold
12	12_6626_3	2	and the sun has set
12	12_6626_4	1	she looks happy cycling a bicycle
12	12_6627_0	1	A lady is cycling a bicycle on the road alone
12	12_6627_1	2	the road is very small
12	12_6627_2	1	aside where she is cycling from there are alot of grasses
12	12_6627_3	2	there is a river on the other side
12	12_6627_4	1	he is wearing something on his head to protect him self
12	12_6628_0	1	a boy is sitting playing on water
12	12_6628_1	2	the water has suprised  him
12	12_6628_2	1	he is wearing a swimming costume
12	12_6628_3	2	he doesn't have a shirt
12	12_6628_4	1	His hair is wet because he is from water
12	12_6629_0	1	a boy is skating with a skateboard
12	12_6629_1	2	he is playing near a building
12	12_6629_2	1	 near there is a tree where he is playing from
12	12_6629_3	2	and there is a vehicle
12	12_6629_4	1	he is playing as the sun is setting
12	12_6630_0	1	a girl wearing a dress is jumping up
12	12_6630_1	2	she is playing near a wood fence
12	12_6630_2	1	she is jumping out side near buildings
12	12_6630_3	2	there are trees near by
12	12_6630_4	1	she is playing when the sun is shiny 
12	12_6631_0	1	three black dogs are chasing each other  on grass
12	12_6631_1	2	they have belts on their necks
12	12_6631_2	1	maybe they have removed the ropes used to tigh them
12	12_6631_3	2	the other one  running to somewhere
12	12_6631_4	1	it has gone to look for something where it's going
12	12_6632_0	1	there young men are playing hockey game
12	12_6632_1	2	they are all wearing helmets
12	12_6632_2	1	it seems the young man on the right has missed the goalposts
12	12_6632_3	2	there are  posters  alongside the sports field they are playing in
12	12_6632_4	1	behind there people watching the hockey game they are playing
12	12_6633_0	1	two kids are cycling bicycles on the road
12	12_6633_1	2	the bicycles they are cycling had three wheels
12	12_6633_2	1	there are bicycles for children
12	12_6633_3	2	and there is a big poster
12	12_6633_4	1	there is something written on this big poster
12	12_6634_0	1	the dog is running faster in water
12	12_6634_1	2	there are grasses in water
12	12_6634_2	1	it's just running alone in water
12	12_6634_3	2	it's like it's running very fast
12	12_6634_4	1	it looks like it's barking as it is running in water
12	12_6635_0	1	two men are standing in front telling stories
12	12_6635_1	2	there are alot of people watching Alongside the sports field
12	12_6635_2	1	it seems they are waiting for the game to start
12	12_6635_3	2	there alot of people watching
12	12_6635_4	1	All those wearing red shirts they are also wearing helmets for protecting their heads from injury
12	12_6636_0	1	the girl is out side and she is looking inside the window through the window
12	12_6636_1	2	there is a cup beside her
12	12_6636_2	1	it appears there is something she is looking for inside
12	12_6636_3	2	inside the window there is a bottle
12	12_6636_4	1	Maybe she wants to go in and play inside
12	12_6637_0	1	two dogs are fighting for a rope they have In  the mouth
12	12_6637_1	2	there is one with black fur and another one with white fur
12	12_6637_2	1	there are trees where these dogs are
12	12_6637_3	2	aside there are chairs
12	12_6637_4	1	it seems these dogs don't want  someone to get the rope
12	12_6638_0	1	A boy is sitting playing on mud water
12	12_6638_1	2	aside there are leaves
12	12_6638_2	1	is it raining outside where he is sitting
12	12_6638_3	2	it seems it's raining
12	12_6638_4	1	this child is sitting near grasses
12	12_6639_0	1	the dog is running on something white in grass
12	12_6639_1	2	there is a lady watching how the dog is running
12	12_6639_2	1	she is looking at how the dog is running to get the white staff down
12	12_6639_3	2	there are trees near the lady
12	12_6639_4	1	the lady watching the dog has a hat on her head
12	12_6640_0	1	 A small girl is jumping in water alone
12	12_6640_1	2	and there is a wood behind her
12	12_6640_2	1	Again there trees behind her
12	12_6640_3	2	and she is very happy to play in water
12	12_6640_4	1	she is even wearing a swimming costume
12	12_6641_0	1	a girl is jumping in front inside a building
12	12_6641_1	2	is there anything she is jumping for?
12	12_6641_2	1	she is practicing dancing and jumping
12	12_6641_3	2	there ladies  in a que
12	12_6641_4	1	they are looking at how the girl in front is jumping
12	12_6642_0	1	an old man has put food in his mouth
12	12_6642_1	2	he is wearing glasses
12	12_6642_2	1	again he is wearing a hat on his head
12	12_6642_3	2	there is somewhere else the old man is looking
12	12_6642_4	1	he is standing alone eating
12	12_6643_0	1	the dog is playing with a Playing toy on its mouth
12	12_6643_1	2	there people watching and capturing photos
12	12_6643_2	1	they are watching how the dog is jumping with something on its mouth
12	12_6643_3	2	there is a young man holding a dog on his laps
12	12_6643_4	1	there is another dog watching this dog jumping
12	12_6644_0	1	the boy is skating on water
12	12_6644_1	2	there is another one running in the sides
12	12_6644_2	1	Maybe the person  is skating also on water
12	12_6644_3	2	they are skating on a tent
12	12_6644_4	1	the boy skating has long hair
12	12_6645_0	1	A man is driving children in front of the bridge
12	12_6645_1	2	there are two dogs where they are
12	12_6645_2	1	behind and alongside there are trees
12	12_6645_3	2	one dog is front and the other is walking together with people
12	12_6645_4	1	men and ladies are all wearing jerseys
12	12_6646_0	1	two men in front are playing cricket game
12	12_6646_1	2	there people in the sides cheering
12	12_6646_2	1	these two men are wearing white clothes
12	12_6646_3	2	the other man has a ball on his hands
12	12_6646_4	1	he looks like he wants to throw the ball in front
12	12_6647_0	1	the dog is jumping on swings
12	12_6647_1	2	the dog is alone
12	12_6647_2	1	it's playing inside the surrounding yard
12	12_6647_3	2	there is a wall fence that passes along yard
12	12_6647_4	1	there are trees behind where the dog is playing
12	12_6648_0	1	a man and a lady are sitting near a river
12	12_6648_1	2	the river is big
12	12_6648_2	1	it seems they are watching the river where they are sitting
12	12_6648_3	2	it appears to be in the afternoon
12	12_6648_4	1	because it about to get dark
12	12_6649_0	1	the dog is jumping to get something to play in from the man and woman
12	12_6649_1	2	the young man is running to somewhere else
12	12_6649_2	1	the lady has bended her waist looking at how the dog is jumping
12	12_6649_3	2	it's suprissing how the dog is running
12	12_6649_4	1	behind there are two people sitting on a chair watching the dog
12	12_6650_0	1	A group of people are standing outside
12	12_6650_1	2	they are in a line on the middle of the sports field
12	12_6650_2	1	and  they are standing outside the building
12	12_6650_3	2	there is something wearing a red short and white shirt while another person is wearing a blue short and  a white shirt
12	12_6650_4	1	It seems they are school going children standing outside
12	12_6651_0	1	A young man is driving on water
12	12_6651_1	2	the river had water Waves
12	12_6651_2	1	is he afraid of water  the way is scared?
12	12_6651_3	2	yes she looks suprised on the face
12	12_6651_4	1	the river is big
12	12_6652_0	1	two people are playing a  fighting game
12	12_6652_1	2	there people watching
12	12_6652_2	1	it seems people don't dreess up when  playing this fighting game
12	12_6652_3	2	it's like they are pushing each other
12	12_6652_4	1	these two people fighting have weight
12	12_6653_0	1	A man standing is looking at a lady writing on a paper
12	12_6653_1	2	she has made a drawing of a person
12	12_6653_2	1	there is a woman  behind sitting on a chair
12	12_6653_3	2	she is chatting with a friend
12	12_6653_4	1	the man standing is talking on phone
12	12_6654_0	1	two men are running after a ball
12	12_6654_1	2	they are fighting to get the ball
12	12_6654_2	1	it's seems the the man behind wants to grab the ball from the man in front
12	12_6654_3	2	he is about to fall because he bumped into the friend
12	12_6654_4	1	there people watching how the men in front are playing in front 
12	12_6655_0	1	this dog has been tighed with a rope on the neck
12	12_6655_1	2	there is a person holding the rope
12	12_6655_2	1	this dog is moving behind the wall 
12	12_6655_3	2	it's like it's smelling something down
12	12_6655_4	1	it's walking slow smelling down
12	12_6656_0	1	the old man standing outside is playing a guitar
12	12_6656_1	2	there is a bicycle standing 
12	12_6656_2	1	he is wearing black clothes
12	12_6656_3	2	His guitar is blue
12	12_6656_4	1	there are no people passing to watch  when the old man is playing guitar
12	12_6657_0	1	A group of people holding ropes
12	12_6657_1	2	the ropes are made of wires
12	12_6657_2	1	behind there people standing
12	12_6657_3	2	yes it's like they are watching how people are competing
12	12_6657_4	1	yes there trees being seen behind
12	12_6658_0	1	the dog is jumping on a metal rod
12	12_6658_1	2	there are alot of vehicles
12	12_6658_2	1	behind where it's jumping from there is a tent
12	12_6658_3	2	there people watching
12	12_6658_4	1	they are watching how the dog is learning how to jump
12	12_6659_0	1	five dogs are running in the bush
12	12_6659_1	2	in the way they are passing there trees
12	12_6659_2	1	the way they are walking together they are going somewhere
12	12_6659_3	2	the one in front is running
12	12_6659_4	1	it's running faster than the rest behind
12	12_6660_0	1	A man has tighed a rope and he is moving on space
12	12_6660_1	2	he is not falling
12	12_6660_2	1	it appears like that and there is a person watching
12	12_6660_3	2	there two watching
12	12_6660_4	1	this man is playing in space going down ,he is not scared
12	12_6661_0	1	two men are on the road with motor bicycles
12	12_6661_1	2	they are wearing wearing warm clothes to protect the head legs and hands
12	12_6661_2	1	since they are standing on the road with motor bicycle maybe they are on a journey
12	12_6661_3	2	they have alot of bags on their  motor bicycles
12	12_6661_4	1	both are wearing helmets on their heads
12	12_6662_0	1	two dogs are running in the grass
12	12_6662_1	2	there sheeps eating food
12	12_6662_2	1	they are both running to somewhere
12	12_6662_3	2	maybe sheep's also eat grass
12	12_6662_4	1	these white sheep's are eating grass
12	12_6663_0	1	A small girl is sitting on a toy car
12	12_6663_1	2	there is another child playing inside a big toy car
12	12_6663_2	1	the same one you have mentioned is looking at how the friend is driving
12	12_6663_3	2	there is a bigger person wearing a white shirt and a black short
12	12_6663_4	1	it seems he is watching how the children are playing
12	12_6664_0	1	The mother and a child are sitting on a police officers motor bicycle
12	12_6664_1	2	A child is wearing   police officers hat
12	12_6664_2	1	maybe the police officers allowed the child To be on a motorcycle
12	12_6664_3	2	the mother is wearing glasses and she is rejoicing
12	12_6664_4	1	there people moving  Alongside the road
12	12_6665_0	1	a girl wearing a dress is screaming in the bush
12	12_6665_1	2	what is she having on the hands
12	12_6665_2	1	it seems it's a  play toy
12	12_6665_3	2	she is wearing a yellow dress
12	12_6665_4	1	she is just playing alone in the bush while screaming.
12	12_6666_0	1	the dog is behind drinking water from the tap
12	12_6666_1	2	there is another dog watching how the other one is drinking water
12	12_6666_2	1	there is a person who opened the tap to see the dog drink water
12	12_6666_3	2	there are two dogs watching
12	12_6666_4	1	there is a another person massaging the dog has it is drinking water
12	12_6667_0	1	tbe dog behindis running  than the dog in front
12	12_6667_1	2	tbe dog in front has something  in it's mouth
12	12_6667_2	1	both have bi made to wear clothes
12	12_6667_3	2	tbe one in front is pulling a white cloth
12	12_6667_4	1	it's seems the dog running behind wants to pull  the white cloth
12	12_6668_0	1	three dogs are running there is sand
12	12_6668_1	2	they are in a running competition
12	12_6668_2	1	they have something on the mouth
12	12_6668_3	2	there writings on the clothes they are wearing
12	12_6668_4	1	all three are running on sand
12	12_6669_0	1	two men are out side quarrelling  
12	12_6669_1	2	there young men fighting with police officers
12	12_6669_2	1	it seems the police officers want to capture them
12	12_6669_3	2	yes , but the young men  are fighting with police offices
12	12_6669_4	1	there is smoke coming from  where they are fighting from
12	12_6670_0	1	two ladies are sitting on the chair out side
12	12_6670_1	2	both are wearing glasses
12	12_6670_2	1	behind where they are sitting there  trees
12	12_6670_3	2	and there  are stones
12	12_6670_4	1	there look like they are telling stories
12	12_6671_0	1	this dog standing has removed it's tongue
12	12_6671_1	2	there is something it's licking on its mouth
12	12_6671_2	1	it's looking at something where it's looking inside
12	12_6671_3	2	 it's standing in front of a building
12	12_6671_4	1	where it's standing outside it's cold
12	12_6672_0	1	two dogs are facing each other in a building
12	12_6672_1	2	one dog is  wearing  a shirt with animal print with mixed colors
12	12_6672_2	1	aside where they are standing there are wood chairs
12	12_6672_3	2	A white dog is sitting down
12	12_6672_4	1	they are facing each other but they are not fighting
12	12_6673_0	1	A man in front who is wearing glasses has thrown the ball up
12	12_6673_1	2	they are playing cricket game
12	12_6673_2	1	they are all wearing white clothes
12	12_6673_3	2	there also big trees
12	12_6673_4	1	it seems every one wants to play cricket game
12	12_6674_0	1	A dog is in water and it wants to catch the ball
12	12_6674_1	2	it's playing in water
12	12_6674_2	1	it wants to catch the ball with it's mouth
12	12_6674_3	2	and it's playing with the ball
12	12_6674_4	1	maybe it will manage to catch the ball with it's mouth
12	12_6675_0	1	a boy is looking down he has a stick to play with
12	12_6675_1	2	there is a big river behind him
12	12_6675_2	1	behind the river there is a hill
12	12_6675_3	2	he is wearing a white shirt and a red short
12	12_6675_4	1	he looks like he is thinking has he is looking down
12	12_6676_0	1	A boy is jumping to get something to play with
12	12_6676_1	2	there are trees  alongside the road
12	12_6676_2	1	it's playing near the  road
12	12_6676_3	2	this same place has dry leaves
12	12_6676_4	1	it seems it's playing alone in grasses
12	12_6677_0	1	A young man is sliding on a hill
12	12_6677_1	2	there few trees
12	12_6677_2	1	he is wearing a jersey because it's cold
12	12_6677_3	2	this place is very cold
12	12_6677_4	1	this young man is sliding alone
12	12_6678_0	1	A young man standing is laughing with a lady standing
12	12_6678_1	2	A man has carried a bag behind
12	12_6678_2	1	the lady also has a bag in her hands
12	12_6678_3	2	yes and she has a book on her hands
12	12_6678_4	1	both are standing behind ba building
12	12_6679_0	1	An old women wearing a hat is looking on the left
12	12_6679_1	2	yes they have white hair
12	12_6679_2	1	she seems to be old
12	12_6679_3	2	yes this woman looks old
12	12_6679_4	1	and she is standing alone
12	12_6680_0	1	a black dog has come out of water with something on its mouth
12	12_6680_1	2	this dog has red eyes
12	12_6680_2	1	it has stepped on doing after coming from water
12	12_6680_3	2	yes it has mud on it's legs
12	12_6680_4	1	near the soil there are  dry grasses
12	12_6681_0	1	A man is jumping on a bicycle
12	12_6681_1	2	there is a poster behind
12	12_6681_2	1	he is jumping up with a bicycle in the afternoon
12	12_6681_3	2	people have switched on the lights  to offer light
12	12_6681_4	1	he is wearing an helmet on his head for protection
12	12_6682_0	1	A lady standing with a dress has tighed dogs With a rope
12	12_6682_1	2	she is wearing white shoes and black socks
12	12_6682_2	1	this dog is looking at the left
12	12_6682_3	2	there is a lady near by  wearing  red socks
12	12_6682_4	1	there are two ladies  on the left front
12	12_6683_0	1	two dogs are chasing each other on dry grasses
12	12_6683_1	2	the dog is in front has something on its mouth
12	12_6683_2	1	it seems it has a rope in it's mouth
12	12_6683_3	2	there is something red that has been tighed
12	12_6683_4	1	it seems this one behind is following the dog in front
12	12_6684_0	1	two men are playing football in gree grass
12	12_6684_1	2	yes there is an old man watching how they are playing this game
12	12_6684_2	1	one man is kneeling where they are playing from
12	12_6684_3	2	the old man is the one training the players
12	12_6684_4	1	this man who has the ball  have the gloves her on hands
12	12_6685_0	1	three men are sitting eating
12	12_6685_1	2	they are sitting outside a hall fence
12	12_6685_2	1	it's only two people have sat behind the wall
12	12_6685_3	2	others are sitting near something like a thutched house
12	12_6685_4	1	there is a small tree near where they are sitting
12	12_6686_0	1	A man wearing a black shirt is standing on top of a hill
12	12_6686_1	2	there people down climbing on the hill
12	12_6686_2	1	they are climbing the hill because they are together with the man on top of the hill
12	12_6686_3	2	it is has a very high hight
12	12_6686_4	1	when you  look down there is a house and trees that are seen
12	12_6687_0	1	A black dog on the road is getting wet with rains
12	12_6687_1	2	it's raining heavyly
12	12_6687_2	1	it's wet where it's standing  on the rain
12	12_6687_3	2	the fur is now more wet
12	12_6687_4	1	the dog is breathing heavily as it is standing on the rains
12	12_6688_0	1	A young man is jumping with something used for skating on his hands
12	12_6688_1	2	he is not wearing a shirt and he has a tattoo on his body
12	12_6688_2	1	there people watching how this man t jumping
12	12_6688_3	2	Alot of people are wearing glasses to protect from sun radiation
12	12_6688_4	1	this man jumping has a tattoo on his body
12	12_6689_0	1	A black dog has clothes on its body
12	12_6689_1	2	this dog is small
12	12_6689_2	1	there is something it's looking at
12	12_6689_3	2	there is one with children down
12	12_6689_4	1	this dog is sitting alone in the house
12	12_6690_0	1	two dogs are playing under a tree
12	12_6690_1	2	and a big dog did fall
12	12_6690_2	1	maybe it fall to play with it's friends
12	12_6690_3	2	there is a wire fence passing alongside the trees
12	12_6690_4	1	they are playing near a road
12	12_6691_0	1	A black dog is chasing a black cow
12	12_6691_1	2	there muds in this sports field
12	12_6691_2	1	a dog and a horse are dirty  on the legs due  the mud
12	12_6691_3	2	the dog and the horse are very dirty
12	12_6691_4	1	the horse has lifted up it's legs as though it wants to kick the dog
12	12_6692_0	1	A young man is jumping with something used for skating on
12	12_6692_1	2	it's like he has jumped from the wall of a rock
12	12_6692_2	1	there is a trash bin where they they are throwing garbage
12	12_6692_3	2	 near the bin there is a  poster
12	12_6692_4	1	the man is wearing warm jerseys   because it's cold
12	12_6693_0	1	a person is driving a motor bicycle on sand
12	12_6693_1	2	it's moving on a high speed , leaving dust
12	12_6693_2	1	because he is driving as though he is driving down
12	12_6693_3	2	he appears as though he is about to fall
12	12_6693_4	1	it seems he is managing to drive well
12	12_6694_0	1	a person is dirty in mud while driving the motor bicycle
12	12_6694_1	2	he has mud all over his body
12	12_6694_2	1	is he able to see properly while driving a motor bicycle?
12	12_6694_3	2	yes he is wearing glasses to prevent mud from entering his eyes
12	12_6694_4	1	the muds has made this man dirty
12	12_6695_0	1	A black dog is resting on a big rock
12	12_6695_1	2	and there is a hall  fence
12	12_6695_2	1	it's breathing heavily as it is resting on the big rock
12	12_6695_3	2	it's resting it's tired
12	12_6695_4	1	there is a hill out side the wall fence
12	12_6696_0	1	the * is jumping on grass and something to play on
12	12_6696_1	2	behind there are alot of people watching
12	12_6696_2	1	there is another dog in grasses and a lady behind is holding a rope
12	12_6696_3	2	there also microphones at the place being used to amplify voices
12	12_6696_4	1	behind people there trees
12	12_6697_0	1	a  group of people are standing in the building
12	12_6697_1	2	it looks like a market
12	12_6697_2	1	it appears they sell children dolls and toys where these people have gathered
12	12_6697_3	2	there posters on top
12	12_6697_4	1	they have put pictures of dolls on the wall
12	12_6698_0	1	A lady is sitting in a tent piping on the door
12	12_6698_1	2	she is wearing glasses and protective warm clothes
12	12_6698_2	1	there bags she has put out side the tent
12	12_6698_3	2	there two metal rods she is using for walking
12	12_6698_4	1	they have placed the tent where there rocks and grasses
12	12_6699_0	1	a black dog is coming out of water
12	12_6699_1	2	it's on green grasses
12	12_6699_2	1	it's from swimming in water
12	12_6699_3	2	it's fur are wet
12	12_6699_4	1	it has a belt on its neck
12	12_6700_0	1	A group of men who play basketball are walking on grasses
12	12_6700_1	2	they are all wearing similar clothes
12	12_6700_2	1	they are all walking and laughing together
12	12_6700_3	2	every one is wearing hats excluding only one
12	12_6700_4	1	he is wearing clothes for protection on the body and  legs
12	12_6701_0	1	two dogs are chasing each other in the grass
12	12_6701_1	2	the trees and grasses at this place are dry
12	12_6701_2	1	they all look to be black
12	12_6701_3	2	especially the one behind is very dark black
12	12_6701_4	1	it appears it's on top of the hill
12	12_6702_0	1	a dog is walking with a stick on its mouth
12	12_6702_1	2	yes it's playing with the same stick
12	12_6702_2	1	it's  playing in the surrounding yard 
12	12_6702_3	2	on the fence there are flowers
12	12_6702_4	1	there is a tent in the surrounding used for sitting outside 
12	12_6703_0	1	A lady standing and a lady sitting are looking down
12	12_6703_1	2	this lady is pointing at something
