pair_id	image	sentence_id	bem_transcription
9	9_2112_0	1	imbwa ili mucibansa kabili ili na malangi yabili; iyafita kumutwe elyo iyabuta kumubili onse
9	9_2112_1	2	Bushe Nishi imbwa ilecita mucibansa?
9	9_2112_2	1	iletolauka kabili ileangala na imbale yabuta Ku kanwa
9	9_2112_3	2	Mumbali ya cibansa muli abantu abengi abaletamba imbwa
9	9_2112_4	1	pali mucibansa bambi nabeminina elyo bambi nabekala panshi pafyani
9	9_2113_0	1	abalumendo babili nabeminina munshita yakasuba panse
9	9_2113_1	2	Bushe finshi balecita?
9	9_2113_2	1	baleangalila pamo kabili nabaposako amano kufyo alecita
9	9_2113_3	2	Umwaume umo alinenkoloko kuminwe kabili aleangasha umwele kukuboko kwakukuso,elyo umunankwe alelolesha ifyo alecita
9	9_2113_4	1	abalumendo tabalemoneka  na umwenso ilyo bali na umwele mupepi balemoneka kwati nabeshiba ifyo balecita
9	9_2114_0	1	umulumendo ali pacitukutuku mumulu
9	9_2114_1	2	Bushe finshi filecita?
9	9_2114_2	1	umulumendo acibutusha icitukutuku kabili acitoloka epakuisanga mumulu 
9	9_2114_3	2	umulumendo naikatisha kucitukutuku namaboko yonse yabili elyo aletoloka
9	9_2114_4	1	incende abeleleko ilemoneka iyabatama
9	9_2115_0	1	umwana mulumendo ali panse naikala 
9	9_2115_1	2	Bushe finshi alecita?
9	9_2115_2	1	naikala pa meenshi makasa eka
9	9_2115_3	2	Alemoneka Shani umwana?
9	9_2115_4	1	alemoneka uwansansa nganshi icakuti naimya ne fikumo ifikulu ifyakumaboko yonse yabili 
9	9_2116_0	1	umwaume na umwanakashi bali mu muputule wakulanshishamo nabeminina
9	9_2116_1	2	Bushe balecita finshi?
9	9_2116_2	1	nabeminina balekoopwa icikope
9	9_2116_3	2	Umwaume tafwele insapato elyo umwanakashi nafwala
9	9_2116_4	1	umukashana nafwala apuloni yakwipikilamo. cilemoneka kwati aleipika ifyakulya
9	9_2117_0	1	abakashana babili nabeminina kabili nabaloleshanya ilyo beminine pamusebo wamanonekela
9	9_2117_1	2	Bushe finshi balecita pamusebo?
9	9_2117_2	1	abakashana balekopana ifikope munshita ya kasuba
9	9_2117_3	2	Umwanakashi umbi alekopa umunankwe icikope kabili naimya icakupindulwilako mumulu
9	9_2117_4	1	umukashana balekopa naiminina busaka busaka kabili napalamina mumulu
9	9_2118_0	1	umwana umwaume ali mu muputule wakusendamamo kabili ali pa busanshi
9	9_2118_1	2	Bushe finshi balecita?
9	9_2118_2	1	nalambalala ubuseneme kabili naimya na molu
9	9_2118_3	2	Nakwata utulubi tubili kamo Kali mupepi na kumutwe elyo Kambi pamusana
9	9_2118_4	1	umwana alemoneka uwatemwa ilyo aleisha na utulubi twakwe mu muputule
9	9_2119_0	1	umwaume ali Ku cifulo ukuli abantu babili kunuma yakwe baleenda
9	9_2119_1	2	Bushe finshi alecita umwaume?
9	9_2119_2	1	alelolesha kumbali ilyo aleenda mu musebo
9	9_2119_3	2	Alemonekela kwati Pali bamo nelyo fimo ifyo alelolesha
9	9_2119_4	1	mupepi na uyu umwaume kuli na icikulwa na icimuti
9	9_2120_0	1	umwanakashi na umwaume nabekala Ku lulamba Ku mumana panshita yakasuba
9	9_2120_1	2	Bushe balecita finshi?
9	9_2120_2	1	nabekala baletusha kabili balelanshanya elyo balekwata inshita iisuma pamo
9	9_2120_3	2	Kunuma yabo bonse babili kuli amajinga nayeminina.
9	9_2120_4	1	cipalile kwati bacibomfya amacinga pakwisa kuli iyi incende
9	9_2121_0	1	abantu batanda nabekala panse munshita ya kasuba
9	9_2121_1	2	Bushe balecita finshi?
9	9_2121_2	1	balelanshanya ilyo bekele pacibumbili
9	9_2121_3	2	Balemoneka kwati balelolesha fimo nangula ukusamba fimo
9	9_2121_4	1	pali aba Bantu mutanda palifye abanakashi bamo
9	9_2122_0	1	umwana umwaume na umwana umwanakashi nabekala
9	9_2122_1	2	Bushe balecita finshi elyo bekele?
9	9_2122_2	1	baleangala pamo kabili balecena pakwangala
9	9_2122_3	2	Umwana mwanakashi naikata umwana mwaume kumasaya elyo umwana mulumendo natinta umushishi was mwana mukashana
9	9_2122_4	1	balesekelela kabili nabatemwa nganshi
9	9_2123_0	1	umulumendo ali pakati kamumana naiminina pakashelelemuko pamenshi
9	9_2123_1	2	Bushe finshi alecita?
9	9_2123_2	1	aleshelemuka pamenshi kabili natemwa
9	9_2123_3	2	Umulumendo nakwata umushipi pacifiba uukakililwe me ntambo shitatu
9	9_2123_4	1	ishi ntambo shitatu shilelenga akwanishe ukwiminina pa meenshi ukwabula ukuwa
9	9_2124_0	1	abantu bali mucibansa cakuteyelamo umupila elyo bambi nabekala kabili Bambi nabeminina
9	9_2124_1	2	Pali aba bantu Pali abalumendo bacaice pakati kacibansa nabafwala ifyakuteyelamo umupila
9	9_2124_2	1	bushe finshi abacaice balecita?
9	9_2124_3	2	Bale butuka kabili baleteya umupila was ku makasa
9	9_2124_4	1	kuli abantu bambi abekele mumbali kabili cilemoneka kwati bafyashi ba bana abaleteya umupila 
9	9_2125_0	1	umulumendo na umukashana nabalambalala pa fyani mucibansa
9	9_2125_1	2	Umukashana nalala ubuseneme elyo umulumendo alipamulu wa mukashana namukumbatila
9	9_2125_2	1	bushe balemoneka shani?
9	9_2125_3	2	Balemoneka kwati batemwikwa kabili Bali mucitemwiko sana
9	9_2125_4	1	cilemoneka kwati balelanshanya nangula balwfwaya ukutomona
9	9_2126_0	1	Umwana umukashana aleangala na menshi
9	9_2126_1	2	Bushe afwele inshi kabili cangalo nshi aleangala?
9	9_2126_2	1	afwele icakufwala icakusambilamo
9	9_2126_3	2	Aleangala pa menshi yalefuma  kwitumbo lya menshi palunkoto
9	9_2126_4	1	yalefuma kwi tumbo lya meenshi, pa lunkoto
9	9_2127_0	1	Umwanakashi ali mumuputule panshita yabushiku, naiminina
9	9_2127_1	2	kunuma yakwe kuli imyotoka
9	9_2127_2	1	Bushe ali na bani?
9	9_2127_3	2	Ali nembwa ishibili,imo nikala elyo  imo naiminina
9	9_2127_4	1	ashikatile ku ntambo ishipitile mumukoshi sha mbwa, kabili eminine pakati
9	9_2128_0	1	umwanakashi naikala pa lupili ulukalamba nganshi eka.
9	9_2128_1	2	Cilemoneka kwati ulupili lutali sana pantu alemonekela fye mupepi na makumbi
9	9_2128_2	1	Nga alecita finshi pa lupili ulwaleepa ifyo eka?
9	9_2128_3	2	Uyu mukashana alenina impili ngecangalo
9	9_2128_4	1	Ilyo ekele, aletuusha no kulolesha ifyo panshi palemoneka, pantu nokumwentela, alemwentula
9	9_2129_0	1	Umwana umwanakashi ali eka
9	9_2129_1	2	Kunuma yakwe kuli motoka
9	9_2129_2	1	cilemoneka kwati uyu mwana alelwishikana na cimo
9	9_2129_3	2	Alelwishanya nabani?
9	9_2129_4	1	kuli icimukumbatile Ku minwe ico alelwisha ukufumya
9	9_2130_0	1	Umwana umwaume aleangala pamulu
9	9_2130_1	2	Takwete abo aleangala nabena
9	9_2130_2	1	ali pa cangalo icatelemuka, kabili ica malangi ya makumbi makumbi
9	9_2130_3	2	Elyo kabili palemonekela Kwati patalisana pantu amakumbi yalemoneka mupepi
9	9_2130_4	1	Umwana umwaume natemwa saana
9	9_2131_0	1	abana abaume batatu baleteya umupila waku minwe.
9	9_2131_1	2	Balecimfyanya pakuteya umupila
9	9_2131_2	1	umo alelinda umupila ukuti wipita elyo aba babili balelwishikanya ukuti umo pali bene apooke umupila
9	9_2131_3	2	Bali mucibansa cakumwenamo  umupila wakuminwe
9	9_2131_4	1	Elyo nabafyashi abengi bali mucibansa baletamba
9	9_2132_0	1	imbwa ya malangi ya buta ili eka palunkoto
9	9_2132_1	2	Bushe alecita finshi?
9	9_2132_2	1	ileangala pa lunkoto lwa katapakatapaka
9	9_2132_3	2	Nacikwatapo kamo akakwangasha  aka katapakatapaka kukanwa
9	9_2132_4	1	ilemoneka naitemwa nganshi
9	9_2133_0	1	Umulumendo alecofa incinga pa musebo
9	9_2133_1	2	Nafwala necisote kabili nafwala ifyakucofelamo injinga
9	9_2133_2	1	cilemoneka kwati alecofa ulubilo
9	9_2133_3	2	Alecofa pakati kamusebo
9	9_2133_4	1	elyo mumbali ya musebo, muli ifimuti ifingi
9	9_2134_0	1	imbwa ili yeka mupepi ne cibansa
9	9_2134_1	2	pantanshi yaiko Pali icishiba
9	9_2134_2	1	imbwa iletolokela mu cishiba
9	9_2134_3	2	Cili kwati ilefwaya ukutolapo kamo aKali mu cishiba 
9	9_2134_4	1	mumbali ya cishiba muli ifilongoti fya Ku calo ca America
9	9_2135_0	1	Abana abaume babili nabeminina mu cibansa
9	9_2135_1	2	Finshi aba bana balecita?
9	9_2135_2	1	baleangala icangalo cimo pantu nabafwala ifya kwangalilamo 
9	9_2135_3	2	cilemoneka kwati balefwaya ukwamba ukulwa
9	9_2135_4	1	Pantu umo alesonta umunamkwe umunwe wa nkofola musunga uwa kutumfya
9	9_2136_0	1	Umwana umwanakashi ali mumbali ya beemba
9	9_2136_1	2	munshita Yakuma cungulo
9	9_2136_2	1	Umwana umwanakashi aleenda panono
9	9_2136_3	2	Ali nembwa ilemukonka munuma
9	9_2136_4	1	umwana umwanakashi ekatile imbwa Ku ntambo iipitile mu mukoshi yambwa
9	9_2137_0	1	Umwana umwaume naiminina mu cibansa
9	9_2137_1	2	Ali kucifulo cakwangalipo abana
9	9_2137_2	1	afwele ishati lya malangi yabuta
9	9_2137_3	2	lelo umulandu  wakuti acilaangala mufiko ishati  Lili nefiko nganshi
9	9_2137_4	1	umwana nafwala nama galashi mumutwe, kabili cili kwati pali abo alelolesha
9	9_2138_0	1	umulumendo no mwanakashi nabanina pa ncinga
9	9_2138_1	2	Umulumendo eulecofa injinga
9	9_2138_2	1	umukashana nabamupaapa kunuma lya ncinga lelo tekele, naiminina
9	9_2138_3	2	Elyo umukashana napisha amaboko mumukoshi wa mulumendo
9	9_2138_4	1	bali mumuseebo lelo mumbali yamuseebo muli ifimuti ifitali ifyatantama
9	9_2139_0	1	umwanakashi umukalamba alebutuka mu cibansa
9	9_2139_1	2	Alifye eka lelo cilemoneka kwati alebutukisha sana
9	9_2139_2	1	mumbali yacibansa muli ifimuti
9	9_2139_3	2	kabili icibansa calicingililwa ulubango
9	9_2139_4	1	icibansa cakwata ulunkoto lwa kashika na imishiwa sha buuta
9	9_2140_0	1	imbwa ili mu cishiba
9	9_2140_1	2	Ileowa mulubilo
9	9_2140_2	1	ileowa fye yeka
9	9_2140_3	2	Amenshi yalemoneka ayabusaka
9	9_2140_4	1	imbwa yalikashika
9	9_2141_0	1	umuntu  naima ibaka mu lwelele
9	9_2141_1	2	Aleteya amangalo ya pa mfula yabungabunga
9	9_2141_2	1	panshi napabuuta na tuutu, ku mfula yabunga bunga
9	9_2141_3	2	Nafwala me fyakufwala fyakwangalilamo
9	9_2141_4	1	Mumulu mulemoneka makumbi makumbi
9	9_2142_0	1	abacaice abanakashi nabekala pa fipuna
9	9_2142_1	2	Cilemoneka kwati Pali ifyo baletamba
9	9_2142_2	1	bushe balilingana mu myaka?
9	9_2142_3	2	Iyo umo umo umwanakashi mukulu elyo umo munono
9	9_2142_4	1	Leelo, ku cifulo bali kuli na bana banabo
9	9_2143_0	1	Abaume batatu nabeminina.
9	9_2143_1	2	Bali muciputulwa ca cingililwa mama  namagalashi
9	9_2143_2	1	cilemoneka kwati kuli ifyo balelolesha
9	9_2143_3	2	Beminine mumuputule yamumbali
9	9_2143_4	1	kabili mulepita na Bantu. kwena, kufwile nakutalala pantu bonse nabafwala ifyampepo
9	9_2144_0	1	umulumendo ali eka pa mfula yabunga bunga
9	9_2144_1	2	Aleshelela pe pulanga
9	9_2144_2	1	nakutalala saana pantu nafwala ifyakaba
9	9_2144_3	2	Nafwala ifya kukafya iminwe
9	9_2144_4	1	elyo  icampepo afwele ni ci boomba, netoloshi lyabuta
9	9_2145_0	1	abaume basano bali mumusebo
9	9_2145_1	2	Bale cofa utujinga twaibela cila umo
9	9_2145_2	1	nabafwala ifyampepo fyapalana ifya kashika elyo namatoloshi ya malangi ya katapakatapa
9	9_2145_3	2	mumbali ya musebo muli ulunkoto
9	9_2145_4	1	kabili muli na ifimuti ifingi nganshi
9	9_2146_0	1	umwaume umulumendo ali mu cibansa
9	9_2146_1	2	Aleteya umupila waku minwe
9	9_2146_2	1	afwele ifyakufwala fyakuteyelamo lagyby
9	9_2146_3	2	nafwala me cakuicingilila kumutwe na kumakasa
9	9_2146_4	1	mucibansa muli abantu abengi
9	9_2147_0	1	umwana umukashana ali munshi yafimuti ifingi
9	9_2147_1	2	Kuli na matenti  yakupanga ayalekanalekana
9	9_2147_2	1	kuntanshi ya mwana kuli nemyotoka
9	9_2147_3	2	Umwana eminine mupepi netebulo kabili petebulo Pali ifintu ifyalekanalekana
9	9_2147_4	1	akasuba kalesanika munshi yafimuti
9	9_2148_0	1	umwaume aleimba naiminina
9	9_2148_1	2	Alimumuputule ubushiku
9	9_2148_2	1	alikwata na inembo kumabooko
9	9_2148_3	2	Nakwata banjo iyo alelisha
9	9_2148_4	1	aleyimba no kulisha banjo, necisoselo
9	9_2149_0	1	abanakashi abalekanalekana bali muciputulwa
9	9_2149_1	2	Balelisha ifilimba ifyapusanapusana
9	9_2149_2	1	bali amabumba yabili ayabanakashi
9	9_2149_3	2	Ibumba limo lifwele amashati yelangi lyakatapakatapa nensapato shabuta
9	9_2149_4	1	ibumba limbi bafwele amashati yamalangi yakashika, na ififimbo fyabuta, ne nsapato shabuta.
9	9_2150_0	1	Abantu batatu bali pali onda
9	9_2150_1	2	balepita mumfula yabungabunga
9	9_2150_2	1	cilemoneka kwati kuli onda naimbi iilebakonka munuma
9	9_2150_3	2	Nabafwala ifyakufwala ifyakaba nefya kuicingilila kumutwe
9	9_2150_4	1	ku ncende bali, kuli ne fimuti mumbali
9	9_2151_0	1	uwacaice umwanakashi ali mwi bala
9	9_2151_1	2	Bushe eminine mwibala?
9	9_2151_2	1	Iyo. aletoola amaluba
9	9_2151_3	2	Mwibala muli amaluba yabuta ayayemba kabili muli nolunkoto
9	9_2151_4	1	kunuma ya wacaice umwanakashi kuli ifimuti ifitali. Kanshi ku cifulo uku, kuli fye ukwa malangi yakatapakatapa
9	9_2152_0	1	Abantu basano bali mucibansa
9	9_2152_1	2	Nakuba babili fwe ebaleteya umupila
9	9_2152_2	1	aba bambi batatu, lupwa; banyina, bawishi na umwana
9	9_2152_3	2	Kabili ululupwa luletamba abantu ilyo baleteya umupila
9	9_2152_4	1	baleteya pa lunkoto
9	9_2153_0	1	Abantu balekanalekana bali kulupili
9	9_2153_1	2	Pe bumba Pali no mwaice
9	9_2153_2	1	nakalimo kwa impepo pantu bonse nabafwala ifya mpepo
9	9_2153_3	2	Abantu abengi nabekala balelolesha ku cifulo bali
9	9_2153_4	1	Leelo, abalumendo babili balemoneka kwati pali ifyo balefwaya mucoola
9	9_2154_0	1	Abantu abalekanalekana bali ku cifulo kumo panse
9	9_2154_1	2	Elyo kuli nakasuba
9	9_2154_2	1	cilemoneka kwati aba Bantu baletandala fye
9	9_2154_3	2	Nishi elelangilila ukuti beni kuli iyi ncende?
9	9_2154_4	1	kwena bonse nabakwata bakamela mu minwe
9	9_2155_0	1	umwanakashi alelya ifyakulya
9	9_2155_1	2	Bushe alelya finshi?
9	9_2155_2	1	alelya itaba
9	9_2155_3	2	Itaba alelya ikwete inseke shelangi yamutuntulwa me shabuta  lelo ishabuta shinono
9	9_2155_4	1	inshila alelilamo ilelanga ukuti nalikosa nganshi
9	9_2156_0	1	abana batatu nabekala
9	9_2156_1	2	Bekele panshi palunkoto
9	9_2156_2	1	nabatemwa pantu baleceena abene beeka
9	9_2156_3	2	Ulubansa lwashinguluka lwakwata amaloba
9	9_2156_4	1	kunuma kwabo kuli na imiti lelo teshitali saana
9	9_2157_0	1	imbwa shibili shili panse mucibansa icikalamba
9	9_2157_1	2	kabili  shili fye sheka
9	9_2157_2	1	Leelo umupwilile icibansa muli ulunkonto mumbali
9	9_2157_3	2	Ishimbwa shikwete amalangi yabutulukila
9	9_2157_4	1	cipalile kwati shilelwa
9	9_2158_0	1	abakashana babili bali muli kamotoka kabula umutenge
9	9_2158_1	2	Umukashana umo mukalamba elyo umbi wacaice
9	9_2158_2	1	umukashana umukalambapo ali kunuma ya wa caice
9	9_2158_3	2	Iwacaice euleensha
9	9_2158_4	1	aba abakashana bali nensansa
9	9_2159_0	1	abantu abalekanalekana nabakolongana
9	9_2159_1	2	mwibumba muli abalumendo abakashana,naba koloci
9	9_2159_2	1	bali munshi yacimuti icikalamba
9	9_2159_3	2	Baletamba abaleangala  ubwangalo bwa cesi
9	9_2159_4	1	umwanakashi umo alepita elo nakwata na ba kamela
9	9_2160_0	1	imbwa naiminina, lelo tapali ifyo balecita
9	9_2160_1	2	Iyi mbwa yakwata  amasako yafitulukila
9	9_2160_2	1	cili kwati pali abo ileboosa
9	9_2160_3	2	Iyi mbwa naikwata  intambo  yafita mumukoshi
9	9_2160_4	1	kabili iminine pa mfula ya makaasa
9	9_2161_0	1	abaume babili nabeminina ukuli umupili
9	9_2161_1	2	 Balemoneka kwati  kuli uulebakopa icikope
9	9_2161_2	1	kunuma yabo kuli umupili uukalamba
9	9_2161_3	2	Elyo pamulu wampili  Pali imfula yabungabunga
9	9_2161_4	1	nakalimo nakukaba pantu nabafwala ifisote elyo umo nafwala na magalashi.
9	9_2162_0	1	abana abaume babili baleangala
9	9_2162_1	2	Bushe Bali kwisa?
9	9_2162_2	1	bali mumuputule wakusambililamo ku sukulu
9	9_2162_3	2	Bushe balecita finshi?
9	9_2162_4	1	baleangala, inuma ya mwana umo ili panuma ya munankwe, kabili naimya na moolu yakwe
9	9_2163_0	1	Umukashana aleangala
9	9_2163_1	2	Aletoloka ukufuma pacimpelwa
9	9_2163_2	1	ku cifulo ali, kuli ifimpeelwa
9	9_2163_3	2	Afwele ishati netoloshi ifipi
9	9_2163_4	1	umukashana ali fye eka
9	9_2164_0	1	umwana umwaume naikala
9	9_2164_1	2	Uyu mwana akwete amenso yelangi yakashika
9	9_2164_2	1	ekele pacipuna ica malangi ya mutuntula
9	9_2164_3	2	Icinso cilemoneka kwati aleangala
9	9_2164_4	1	elyo pantashi yakwe pali ifyakwangasha abana
9	9_2165_0	1	umwana umwaume ali na ba wishi
9	9_2165_1	2	Bali mwishitolo ilikalamba
9	9_2165_2	1	Bawish nabatangila
9	9_2165_3	2	Umwana aleensha basiketi iyakwata imipeto
9	9_2165_4	1	Ku kuso kwabo kuli ifyola elyo Ku kulyo kwabo kuli ifibotolo fya mafuta
9	9_2166_0	1	inshindishi shine shili na shibwinga
9	9_2166_1	2	Bonse bafwele ifyakufwala fyafita
9	9_2166_2	1	cilemoneka kwati balekoopwa icikope
9	9_2166_3	2	Bali mumuputule wayemba panshita yabushiku
9	9_2166_4	1	ishi inshindishi nashikwata amaluba ayayemba
9	9_2167_0	1	abantu basano nabeminina
9	9_2167_1	2	Baleimba mufisolobelo fyabo
9	9_2167_2	1	babili pali aba bali na ba banjo
9	9_2167_3	2	Batatu pali aba bantu banakashi elyo umo mwaume
9	9_2167_4	1	baleimba ubushiku kabili bali nensansa nganshi
9	9_2168_0	1	abaume abakoloci nabeekala beka
9	9_2168_1	2	Bekele pacipuna beka fye
9	9_2168_2	1	bali munshi ya bulalo
9	9_2168_3	2	Pamu wabulalo pali motoka iileenda
9	9_2168_4	1	elo ku ncende bali, kuli ifiko sana
9	9_2169_0	1	umwaume na imbwa bali mumuputule babili
9	9_2169_1	2	Umwaume nasendama pabusanshi
9	9_2169_2	1	imbwa ikwete amasako yabuuta kumubili lelo umutwe wena wamasako ya malangi yafitulukila
9	9_2169_3	2	Icilemoneka kwati iyimbwa ilefwaya ukutolokela pabusanshi
9	9_2169_4	1	nakalimo uyu mwaume nayita
9	9_2170_0	1	imbwa ikesamba mu meenshi
9	9_2170_1	2	Iyi mbwa ikwete amafufu yelangi lyafita
9	9_2170_2	1	Leelo kumenso kuli umushilwa wamasako yabuuta
9	9_2170_3	2	Naikwata umushipi wa kashika mumukoshi
9	9_2170_4	1	iyi imbwa naitemwa. tailetiina na ameenshi
9	9_2171_0	1	imbwa ileesamba mu meenshi
9	9_2171_1	2	Iyi mbwa yafufu yafita
9	9_2171_2	1	ilemoneka kwati naitemwa saana nganshi ukuba mu meenshi
9	9_2171_3	2	Mumenshi Ili  kunuma yaiko  kuli icilibwe
9	9_2171_4	1	elyo futi muli no tumiti utunono mu meenshi
9	9_2172_0	1	umwana umulumendo ali eka
9	9_2172_1	2	Ali pacimpelwa aleangala
9	9_2172_2	1	afwele ishati, kaputula na insapato yamalangi ya makumbi makumbi
9	9_2172_3	2	Ku cifulo Ali kuli ulunkoto me fimuti fyakatapakatapa,kanshi kulemoneka ukwaemba
9	9_2172_4	1	elyo ku cifulo ali kuli na ilinga ya fita
9	9_2173_0	1	umwaume natoloka mulwelele
9	9_2173_1	2	Aleanga ubwangalo bwa kucimfyanya ukwensha icitukutukutuku
9	9_2173_2	1	ali ku cifulo ukuli ulukungu
9	9_2173_3	2	Kuncende kulemoneka ifimuti ifitali
9	9_2173_4	1	natoloka apasanswikeko na onda yakwe
9	9_2174_0	1	umukashana alenina ulupili
9	9_2174_1	2	Panshi yalupili Pali amenshi
9	9_2174_2	1	uyu umwanakashi tafwele na ishati
9	9_2174_3	2	Nafwala me toloshi ilipi
9	9_2174_4	1	pakunina, aleikatapo kumo ku lupili elyo naikobeeka na intambo shamalangi yakashika
9	9_2175_0	1	umwana umwaume aleangala
9	9_2175_1	2	Nafwala ishati na kaputula yakuteyelamo umupila
9	9_2175_2	1	eminine pa mapulanga
9	9_2175_3	2	Napantila  umupila mumulu
9	9_2175_4	1	uyu umupila wa malangi ya muntulwa
9	9_2176_0	1	imbwa shibili shili mwi bala
9	9_2176_1	2	Mwibala shili muli ulunkoto lwakatapakatapa
9	9_2176_2	1	ishi imbwa shikwete amasako yafutulikila
9	9_2176_3	2	Imo Ili no mushipi wafita elyo imbi nomushipi  wa makumbi makumbi
9	9_2176_4	1	ishi imbwa shilelwa
9	9_2177_0	1	umwaume umukalamba naiminina 
9	9_2177_1	2	Kucifulo Ali kuli ulunkoto me fimuti.
9	9_2177_2	1	kunuma yakwe kuli imbao iitali saana
9	9_2177_3	2	Bushe afwele inshi uyu mwaume?
9	9_2177_4	1	afwele ifyakufwala fya malangi yabuta elyo nakwata kofi mu lukombo mu minwe
9	9_2178_0	1	imbwa ili yeka pa meenshi
9	9_2178_1	2	Iyi mbwa ikwete amafufu yafitulukila
9	9_2178_2	1	ilecita finshi iyi imbwa?
9	9_2178_3	2	Ileangala fye yeka
9	9_2178_4	1	naikwata umupila ku kanwa
9	9_2179_0	1	abantu bane nabeminina
9	9_2179_1	2	Bali mumbali ya musebo
9	9_2179_2	1	cili kwati kuli ifyo balelanshanya
9	9_2179_3	2	Musebo muli motoka iyafita kabili naiminina
9	9_2179_4	1	kucibumba kuli ifikope fyakulenga ifyalekanalekana
9	9_2180_0	1	umwanakashi uwayemba naiminina
9	9_2180_1	2	Cili kwati  alekopa icikope
9	9_2180_2	1	pantu alemwentula
9	9_2180_3	2	Neshati afwele nalyo naikwata imyongololo
9	9_2180_4	1	neshati afwele nalyo nalikwata iminyolo
9	9_2181_0	1	abanakashi bane nabeminina
9	9_2181_1	2	Bonse baleimba
9	9_2181_2	1	bafwele ifyakufwala ifyapalana
9	9_2181_3	2	Nabafwala me fisote fyalangi yabuta
9	9_2181_4	1	kunuma yabo kuli abantu abambi
9	9_2182_0	1	umulumendo umo ali pali onda mu cibansa 
9	9_2182_1	2	Nafwala ifya kufwala fyakuicingilila elyo aleensha icitukutukutuku
9	9_2182_2	1	elyo nakumutwe kuli icisote cakuyicingilila
9	9_2182_3	2	Mumbali ya cibansa muli abantu abaletamba
9	9_2182_4	1	mu cibansa muli amaloba emo aleensesha onda
9	9_2183_0	1	umwaume umukalamba naiminina mucibansa
9	9_2183_1	2	Icibansa calicingililwa no lubango lwakwata utupunda
9	9_2183_2	1	kunuma ya ilinga kuli umusebo yashilwa nemishilwa sha mutuntula
9	9_2183_3	2	Cilemoneka kwati lucelo pantu umwaume ali nefyakufwala fya ku sendaminamo
9	9_2183_4	1	nakalimo alefwaya ukutakusha umubili
9	9_2184_0	1	umulumendo ali eka mu mulu
9	9_2184_1	2	naima kabili ali mulwelele
9	9_2184_2	1	afwele ishati lyabuta elyo na itoloshi lya makumbi makumbi yafita
9	9_2184_3	2	Nanyanta pacakutentemukilapo pamusebo
9	9_2184_4	1	calikwata imipeto peesamba
9	9_2185_0	1	umwaume umutali ali mucibansa
9	9_2185_1	2	Mucibansa muli amatoloshi ayabeka sana
9	9_2185_2	1	afwele ishati na kaputula ya malangi yabuta
9	9_2185_3	2	Bushe finshi abantu balecita?
9	9_2185_4	1	abantu abali mwi bumba baletamba umupila wakuminwe
9	9_2186_0	1	umwaume umukalamba ali mwibala
9	9_2186_1	2	Mwibala Ali muli ifimuti ifitali sana
9	9_2186_2	1	kabili fimbi ifimuti fyalitemwa
9	9_2186_3	2	Alecofa injinga mwibala
9	9_2186_4	1	nafwala ifyakufwala fyakucofelamo incinga elyo necisote cakumucingila elyo napapa ne coola munuma
9	9_2187_0	1	umwaume umukalamba naiminina
9	9_2187_1	2	Eminine mumbali ya musebo
9	9_2187_2	1	cilemoneka kwati pali abo alelolesha
9	9_2187_3	2	Kuntanshi yakwe kulepita abantu abalekanalekana
9	9_2187_4	1	Bambi bali mumyotoka shilepita kabili na bemya na imilongoti
9	9_2188_0	1	umwana umwaume ali eka
9	9_2188_1	2	Alepeluka kuli cimo
9	9_2188_2	1	cipalile kwati ni cimotoka cabaice
9	9_2188_3	2	Cikwete amalangi ya mutuntula Naya kashikilila
9	9_2188_4	1	umwana ena aloleshe kumulu ilyo alepeluka
9	9_2189_0	1	umwana umwaume ali mu cibansa
9	9_2189_1	2	Aleteya icangalo cimo pantu nakwata akashimbi kakuteyelako mu minwe
9	9_2189_2	1	alemoneka naposako saana amano
9	9_2189_3	2	mucibansa muli amaloba kabili naicingililwa nelinga lyatupunda
9	9_2189_4	1	ku numa yakwe kuli abantu abaletamba icangalo
9	9_2190_0	1	abaume babili baleenda mumusebo
9	9_2190_1	2	Mumbali ya musebo muli motoka iyiminine iyelangi lyamakumbimakumbi
9	9_2190_2	1	elyo kunuma yabo kuli ifimuti ifitali nganshi
9	9_2190_3	2	Kuli me ntambo shipulilemo ishamalaiti
9	9_2190_4	1	kabili mumbali ya musebo mwine muli na makasa.
9	9_2191_0	1	bawishi nabana babili bali mumabali yabeemba
9	9_2191_1	2	Umwana umo mukashana elyo umbi mulumendo
9	9_2191_2	1	bawishi na umwana umulumendo tabafwele amashati Leelo bonse batatu nabafwala bakaputula
9	9_2191_3	2	Bawishi baleangala no mwana mulumendo
9	9_2191_4	1	nabamupoosa mulwelele
9	9_2192_0	1	imbwa ileangala yeka
9	9_2192_1	2	Bushe imbwa iyo Ili yeka
9	9_2192_2	1	Ee. cilemoneka kwati ili fye yeka
9	9_2192_3	2	Ili mwibala mupepi no musebo
9	9_2192_4	1	ileangala nakamo akakwangasha kabili yakwata amasako ayengi aya malangi yabuuta
9	9_2193_0	1	imbwa shibili ahileangala
9	9_2193_1	2	Shili mu cifulo icayemba sana
9	9_2193_2	1	muli ici cifulo muli ulunkoto ulwa kwempwa ubusaka
9	9_2193_3	2	Kabili muli ifimuti ifya katapakatapaka mumbali ya lunkoto
9	9_2193_4	1	imbwa imo yalifita elyo  iyi nankwe yintu yabuta. Iyafita ilipo na kamo akakwangasha mukanwa kabili naitoloka
9	9_2194_0	1	umwaume umo ali eka
9	9_2194_1	2	Natoloka alimulwelele
